iter,acc,f1-score,auc,recall,cm,params
81,0.8458071703463642,0.4684936289055681,0.6606574354725031,0.3662663755458515,"[[15361   723]
 [ 2322  1342]]","{'max_depth': 39, 'learning_rate': 0.08999306904027544, 'n_estimators': 900}"
82,0.8438322868138546,0.47173689619732784,0.6631332135654625,0.3758187772925764,"[[15287   797]
 [ 2287  1377]]","{'max_depth': 48, 'learning_rate': 0.16884341385192295, 'n_estimators': 1050}"
83,0.8449969617176423,0.4739645987283038,0.6640589620105799,0.3763646288209607,"[[15308   776]
 [ 2285  1379]]","{'max_depth': 38, 'learning_rate': 0.1159977448334341, 'n_estimators': 1250}"
84,0.8413510228883938,0.4670862391563191,0.6611884562922385,0.37472707423580787,"[[15242   842]
 [ 2291  1373]]","{'max_depth': 36, 'learning_rate': 0.1363438950723564, 'n_estimators': 1850}"
85,0.8390723111201134,0.4722683493855862,0.6649529788479478,0.3881004366812227,"[[15148   936]
 [ 2242  1422]]","{'max_depth': 28, 'learning_rate': 0.24034790952742902, 'n_estimators': 1600}"
86,0.8442880291675107,0.4693701466781708,0.6616216012224033,0.37117903930131,"[[15313   771]
 [ 2304  1360]]","{'max_depth': 43, 'learning_rate': 0.08144586906591528, 'n_estimators': 1350}"
87,0.8454527040712984,0.46940194714881783,0.661282836614325,0.36844978165938863,"[[15346   738]
 [ 2314  1350]]","{'max_depth': 31, 'learning_rate': 0.1234527423760853, 'n_estimators': 850}"
88,0.8454527040712984,0.4714236231382058,0.6624419735797543,0.3714519650655022,"[[15335   749]
 [ 2303  1361]]","{'max_depth': 50, 'learning_rate': 0.16197594927366277, 'n_estimators': 700}"
89,0.8433259064209034,0.47523744911804616,0.6653513717285561,0.38236899563318777,"[[15253   831]
 [ 2263  1401]]","{'max_depth': 23, 'learning_rate': 0.17785307687699886, 'n_estimators': 1100}"
90,0.8429208021065424,0.46919917864476385,0.661941394740929,0.3741812227074236,"[[15275   809]
 [ 2293  1371]]","{'max_depth': 47, 'learning_rate': 0.18851907842583718, 'n_estimators': 950}"
91,0.8403889001417865,0.4684654300168634,0.6622838246042339,0.3790938864628821,"[[15207   877]
 [ 2275  1389]]","{'max_depth': 33, 'learning_rate': 0.24977258893180335, 'n_estimators': 1150}"
92,0.8394774154344744,0.47149049683227745,0.6643586645004556,0.3859170305676856,"[[15164   920]
 [ 2250  1414]]","{'max_depth': 40, 'learning_rate': 0.2255772446448686, 'n_estimators': 1700}"
93,0.8388697589629329,0.465030262273033,0.660718964247743,0.37745633187772926,"[[15183   901]
 [ 2281  1383]]","{'max_depth': 30, 'learning_rate': 0.23169316810800158, 'n_estimators': 1250}"
94,0.845300789953413,0.46878803686315423,0.6609788240558031,0.36790393013100436,"[[15345   739]
 [ 2316  1348]]","{'max_depth': 45, 'learning_rate': 0.15030375283824485, 'n_estimators': 600}"
95,0.8406927283775573,0.4714381720430107,0.6639456105989406,0.38291484716157204,"[[15199   885]
 [ 2261  1403]]","{'max_depth': 43, 'learning_rate': 0.20760330989447873, 'n_estimators': 1400}"
96,0.8458071703463642,0.4684936289055681,0.6606574354725031,0.3662663755458515,"[[15361   723]
 [ 2322  1342]]","{'max_depth': 38, 'learning_rate': 0.10446080105867334, 'n_estimators': 800}"
97,0.841047194652623,0.4784847981392258,0.6680621334066023,0.3930131004366812,"[[15169   915]
 [ 2224  1440]]","{'max_depth': 49, 'learning_rate': 0.1948588283510847, 'n_estimators': 1650}"
98,0.8397812436702451,0.4700167504187605,0.6633860483010049,0.38291484716157204,"[[15181   903]
 [ 2261  1403]]","{'max_depth': 46, 'learning_rate': 0.1950235433790774, 'n_estimators': 1950}"
99,0.8397812436702451,0.4707259953161593,0.66380755265207,0.3840065502183406,"[[15177   907]
 [ 2257  1407]]","{'max_depth': 49, 'learning_rate': 0.1843064768604517, 'n_estimators': 1800}"
100,0.841047194652623,0.4707469229472264,0.6634255855448851,0.38100436681222705,"[[15213   871]
 [ 2268  1396]]","{'max_depth': 47, 'learning_rate': 0.17220804394845635, 'n_estimators': 1650}"
