seed,acc,f1,auc,recall,cm,SP_a_1,SP_a_0,SPD,DI,EO_a_1,EO_a_0,EOD,OA_a_1,OA_a_0,OAD
0,0.8136520153939639,0.0010857763300760044,0.4997133634662563,0.0005458515283842794,"[[16066    18]
 [ 3662     2]]",0.0003620564808110065,0.0011185682326621924,-0.0007565117518511859,3.0894854586129754,0.0007326007326007326,0.00043497172683775554,0.00029762900576297706,0.5061549601737871,0.8636524196397033,-0.35749745946591616
1,0.8237796232529876,0.33940774487471526,0.5999261926197506,0.24399563318777293,"[[15374   710]
 [ 2770   894]]",0.21039690902704603,0.05946393704514526,0.15093297198190075,0.2826274269908657,0.2997932460372157,0.20741075463172165,0.09238249140549404,0.585528626624517,0.8639133779066327,-0.2783847512821157
2,0.8136520153939639,0.14098972922502334,0.5313261897961468,0.0824235807860262,"[[15766   318]
 [ 3362   302]]",0.01617440225035162,0.033956460009465214,-0.017782057759113595,2.099395049280849,0.024238227146814405,0.12027027027027028,-0.09603204312345587,0.5007032348804501,0.8663038334122102,-0.3656005985317601
3,0.8146141381405712,0.0027240533914464726,0.5006201408218208,0.0013646288209606986,"[[16082     2]
 [ 3659     5]]",0.002149767108563239,5.897269564191779e-05,0.0020907944129213213,0.027432132256098758,0.002775850104094379,0.000449842555105713,0.002326007548988666,0.4844141884629165,0.8689626702836587,-0.3845484818207422
4,0.8159307271622442,0.10357583230579533,0.5230304954664866,0.05731441048034935,"[[15903   181]
 [ 3454   210]]",0.06256627783669141,0.01264850168449672,0.0499177761521947,0.2021616455674645,0.08128941836019622,0.04202056325435852,0.039268855105837705,0.5150229763167197,0.8662450499438501,-0.3512220736271304
5,0.8301093781648775,0.3716051695073984,0.6141388985120693,0.27074235807860264,"[[15401   683]
 [ 2672   992]]",0.26861894432393346,0.054881639382875984,0.21373730494105747,0.20431038295159487,0.4033970276008493,0.1874722345624167,0.21592479303843257,0.6326825741142444,0.8622659286303145,-0.22958335451607004
7,0.8271217338464655,0.36448250186150405,0.6109348885056509,0.2671943231441048,"[[15355   729]
 [ 2685   979]]",0.30813534917206625,0.05020624631703005,0.25792910285503623,0.162935691902698,0.45734265734265733,0.14547896150402864,0.3118636958386287,0.6479481641468683,0.8564525633470831,-0.2085043992002148
8,0.8282357707109581,0.3367227219397732,0.5991844196244824,0.23498908296943233,"[[15495   589]
 [ 2803   861]]",0.28524945770065074,0.038923566128842305,0.24632589157180845,0.13645447897639773,0.42929659173313994,0.11772428884026258,0.31157230289287735,0.6442516268980477,0.8582028029678483,-0.21395117606980063
10,0.8189183714806563,0.18985047575894878,0.5468882186750998,0.11435589519650655,"[[15753   331]
 [ 3245   419]]",0.11418439716312057,0.025283553875236293,0.08890084328788428,0.22142739729244207,0.1603974449964514,0.08558758314855876,0.07480986184789264,0.5464539007092198,0.8643076559546313,-0.3178537552454115
11,0.821348997366822,0.2949640287769784,0.5819953568003787,0.20141921397379914,"[[15482   602]
 [ 2926   738]]",0.25150549061282323,0.03722304283604136,0.21428244777678188,0.14800091538893628,0.36593947923997183,0.09719126170307624,0.2687482175368956,0.6135317038611406,0.8560118168389955,-0.24248011297785488
12,0.8107656471541422,0.046440418474100534,0.5073198880006603,0.024836244541484715,"[[15920   164]
 [ 3573    91]]",0.010461760461760462,0.013312912346842601,-0.002851151885082139,1.272530793980955,0.017253774263120056,0.029476462824461064,-0.012222688561341007,0.5050505050505051,0.8606856738925542,-0.35563516884204915
13,0.8255013165890217,0.2947196070405239,0.5826477043556264,0.1965065502183406,"[[15582   502]
 [ 2944   720]]",0.17573986116185605,0.04356004937981306,0.132179811782043,0.24786664272879072,0.2734430923407301,0.14909572121746803,0.12434737112326208,0.5929850200949945,0.8629122332608312,-0.2699272131658367
14,0.8171966781446223,0.09159536990437846,0.5208571348672744,0.04967248908296943,"[[15956   128]
 [ 3482   182]]",0.013074204946996466,0.016136659179572053,-0.0030624542325755864,1.234236364275376,0.022853185595567867,0.06711711711711711,-0.04426393152154924,0.5,0.870256531504906,-0.370256531504906
15,0.8229694146242658,0.2988367428800642,0.5837277668332955,0.2033296943231441,"[[15507   577]
 [ 2919   745]]",0.20174482006543076,0.04512561040183562,0.15661920966359516,0.22367667426207166,0.2897930049964311,0.14980114891736632,0.1399918560790648,0.584151217739004,0.8616226392892864,-0.27747142155028237
16,0.8123354263722908,0.11041766682669228,0.522930854824399,0.06277292576419213,"[[15812   272]
 [ 3434   230]]",0.051207022677395755,0.02127659574468085,0.029930426932714905,0.4155015197568389,0.06701414743112435,0.06031882809133994,0.006695319339784414,0.5234089246525238,0.8587633713412484,-0.3353544466887246
17,0.8336034028762407,0.42872044506258694,0.6416795244725018,0.3365174672489083,"[[15229   855]
 [ 2431  1233]]",0.33177233429394815,0.06876031110063634,0.2630120231933118,0.20725149143905153,0.483554933519944,0.2425055928411633,0.2410493406787807,0.6512968299711815,0.8634221069997643,-0.21212527702858275
20,0.8245898318817095,0.35851851851851857,0.6082214118237333,0.26419213973799127,"[[15316   768]
 [ 2696   968]]",0.24710564399421128,0.06199952896844089,0.1851061150257704,0.25090292543011805,0.3686131386861314,0.2018308631211857,0.16678227556494568,0.6226483357452967,0.8574540744229864,-0.23480573867768972
21,0.815829451083654,0.10396649421039665,0.5230736979655932,0.05758733624454149,"[[15900   184]
 [ 3453   211]]",0.012099644128113879,0.02131302396977211,-0.009213379841658232,1.761458745737048,0.01971830985915493,0.08155080213903744,-0.06183249227988251,0.502491103202847,0.8678120203093636,-0.3653209171065166
22,0.8204375126595098,0.2685643564356435,0.5722680748667748,0.17767467248908297,"[[15551   533]
 [ 3013   651]]",0.1390990990990991,0.04701584870087786,0.09208325039822124,0.33800253923558565,0.19887165021156558,0.1642920747996438,0.034579575411921776,0.5531531531531532,0.8641371590172627,-0.31098400586410957
23,0.8352238201336845,0.40879360465116277,0.631293684412294,0.3070414847161572,"[[15369   715]
 [ 2539  1125]]",0.33771929824561403,0.05384434516811663,0.2838749530774974,0.15943520387442325,0.5100864553314121,0.18321616871704746,0.32687028661436457,0.672514619883041,0.8613919586174466,-0.1888773387344056
