seed,acc,f1,auc,recall,cm,SP_a_1,SP_a_0,SPD,DI,EO_a_1,EO_a_0,EOD,OA_a_1,OA_a_0,OAD
0,0.9488497307880568,0.9737536104483235,0.49987106756059824,0.9997421351211965,"[[   0  208]
 [   1 3877]]",0.9997403946002077,1.0,-0.00025960539979230646,1.0002596728122566,0.9997297297297297,1.0,-0.0002702702702702675,0.9602803738317757,0.7606837606837606,0.19959661314801502
1,0.9454233969652471,0.9719461567492766,0.4980660134089737,0.9961320268179474,"[[   0  208]
 [  15 3863]]",0.9963786859803414,0.9954545454545455,0.0009241405257959245,0.9990725007080148,0.9962274319590407,0.9940119760479041,0.002215455911136588,0.9562855664769788,0.7545454545454545,0.2017401119315243
2,0.9412628487518355,0.9696048632218844,0.5368226087991431,0.9871067560598247,"[[  18  190]
 [  50 3828]]",0.9913905557004957,0.8616600790513834,0.1297304766491123,0.8691429165799875,0.993481803367735,0.8673469387755102,0.12613486459222478,0.9566918862509783,0.7075098814229249,0.24918200482805342
3,0.9383259911894273,0.9680689305625949,0.5261757646685444,0.9850438370293966,"[[  14  194]
 [  58 3820]]",0.9877540385617509,0.8991935483870968,0.08856049017465417,0.9103415559772295,0.9888798481149986,0.9109947643979057,0.0778850837170929,0.9515372589890568,0.7338709677419355,0.21766629124712134
4,0.9353891336270191,0.9664292980671414,0.5428278851112786,0.9798865394533265,"[[  22  186]
 [  78 3800]]",0.9848879624804586,0.8306451612903226,0.154242801190136,0.8433905103259942,0.9861563517915309,0.8608247422680413,0.12533160952348965,0.9484106305367379,0.7338709677419355,0.2145396627948024
5,0.9309838472834068,0.9640397857689366,0.5450569286309359,0.9747292418772563,"[[  24  184]
 [  98 3780]]",0.9761534473820632,0.868421052631579,0.10773239475048424,0.8896357995360148,0.9784133837021047,0.8953488372093024,0.08306454649280237,0.9429756350440642,0.7280701754385965,0.2149054596054677
6,0.9461576113558492,0.972320080523402,0.5030026381560677,0.9963898916967509,"[[   2  206]
 [  14 3864]]",0.9981751824817519,0.964,0.03417518248175189,0.965762340036563,0.9980973090513726,0.964824120603015,0.03327318844835758,0.9572471324296142,0.776,0.1812471324296142
7,0.9466470876162506,0.9725924063364344,0.4987106756059825,0.997421351211965,"[[   0  208]
 [  10 3868]]",0.9992207792207792,0.9703389830508474,0.028881796169931806,0.9710956809840817,0.9991878722252301,0.9619565217391305,0.0372313504860996,0.9587012987012987,0.75,0.20870129870129872
8,0.9461576113558492,0.9723340040241448,0.49845281072717895,0.9969056214543579,"[[   0  208]
 [  12 3866]]",0.9974012474012474,0.9915966386554622,0.005804608745785145,0.994180267208499,0.9973038554866541,0.9881656804733728,0.009138175013281291,0.9612785862785863,0.7016806722689075,0.2595979140096788
9,0.9490944689182574,0.9738824711200401,0.5,1.0,"[[   0  208]
 [   0 3878]]",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9581818181818181,0.8008474576271186,0.15733436055469951
10,0.9363680861478219,0.9669715447154472,0.5387937874399968,0.9814337287261475,"[[  20  188]
 [  72 3806]]",0.987006237006237,0.8235294117647058,0.16347682524153118,0.8343710311928878,0.9883374016815839,0.8481675392670157,0.1401698624145682,0.9488045738045738,0.7352941176470589,0.21351045615751496
