seed,acc,f1,auc,recall,cm,SP_a_1,SP_a_0,SPD,DI,EO_a_1,EO_a_0,EOD,OA_a_1,OA_a_0,OAD
0,0.7799345692475463,0.7844017094017095,0.7801840056819372,0.773167649536647,"[[3481  941]
 [1077 3671]]",0.632143428845846,0.22682175846732808,0.40532167037851785,0.35881375668407156,0.8333769291132619,0.5243243243243243,0.3090526047889376,0.7758924283656154,0.7885733835100923,-0.012680955144476869
1,0.7649945474372956,0.7638873671524049,0.766129526984058,0.7342038753159225,"[[3529  893]
 [1262 3486]]",0.6435305591677504,0.13916500994035785,0.5043655492273925,0.21625237210231912,0.8365180467091295,0.3408163265306122,0.4957017201785173,0.7686931079323797,0.757455268389662,0.01123783954271762
2,0.746782988004362,0.7648845686512759,0.7449874869353927,0.7954928390901432,"[[3071 1351]
 [ 971 3777]]",0.7512007684918348,0.1491108071135431,0.6020899613782917,0.19849661151559894,0.9070808107396683,0.3487881981032666,0.5582926126364016,0.7439961575408262,0.7527359781121751,-0.008739820571348922
3,0.7505997818974918,0.7465366286157598,0.7521202481122762,0.7093513058129739,"[[3515  907]
 [1380 3368]]",0.6584388523801892,0.05697714090754009,0.601461711472649,0.08653368600831124,0.8505018489170628,0.15384615384615385,0.696655695070909,0.7669498317037987,0.7157966564312521,0.05115317527254659
4,0.7712104689203926,0.7824554126918292,0.7703464469031117,0.7946503791069924,"[[3299 1123]
 [ 975 3773]]",0.6700211004707028,0.25523429710867396,0.4147868033620289,0.38093471523414246,0.8725438130642592,0.4959266802443992,0.37661713281986003,0.7854244440837527,0.742107012296444,0.043317431787308625
5,0.7875681570338059,0.7999178307313065,0.7863677133974761,0.8201347935973041,"[[3328 1094]
 [ 854 3894]]",0.6883306320907617,0.247,0.44133063209076173,0.35883918059806924,0.886837246109206,0.5559038662486938,0.3309333798605122,0.787034035656402,0.7886666666666666,-0.0016326310102646735
6,0.8014176663031625,0.8109230609490188,0.8006423328711425,0.8224515585509689,"[[3444  978]
 [ 843 3905]]",0.6564516129032258,0.2737373737373737,0.3827142391658521,0.4169955079045988,0.8706099815157117,0.6326742976066597,0.23793568390905195,0.7962903225806451,0.8121212121212121,-0.015830889540566995
7,0.7996728462377317,0.8158395989974937,0.7975599809789226,0.8569924178601517,"[[3264 1158]
 [ 679 4069]]",0.6996420436055971,0.30654761904761907,0.39309442455797805,0.4381492248062016,0.8986272439281943,0.6927083333333334,0.2059189105948609,0.7917344614383339,0.8158068783068783,-0.024072416868544333
8,0.7928026172300982,0.801255230125523,0.7922919864947302,0.8066554338668913,"[[3440  982]
 [ 918 3830]]",0.6441167040718179,0.2708049113233288,0.3733117927484891,0.42042833171600924,0.8627659574468085,0.5931174089068826,0.2696485485399259,0.7932029496633536,0.7919508867667121,0.0012520628966414815
9,0.7825517993456925,0.8008787697223887,0.7802658797610325,0.8445661331086773,"[[3166 1256]
 [ 738 4010]]",0.6988654781199352,0.318,0.38086547811993515,0.4550231910946197,0.8977303070761015,0.646061814556331,0.2516684925197704,0.7839546191247974,0.7796666666666666,0.004287952458130739
10,0.788876772082879,0.8053880176919984,0.7868550523022477,0.8437236731255265,"[[3228 1194]
 [ 742 4006]]",0.6946136582237897,0.2957025920873124,0.3989110661364773,0.4257080012556323,0.9024907260201378,0.6160164271047228,0.286474298915415,0.7924014107085604,0.7813778990450204,0.011023511663539987
11,0.8125408942202835,0.8185368943312573,0.8123929540472563,0.8165543386689132,"[[3574  848]
 [ 871 3877]]",0.6294788273615635,0.2838283828382838,0.34565044452327964,0.450894248545165,0.8614072494669509,0.6475903614457831,0.21381688802116783,0.8122149837133551,0.8132013201320132,-0.0009863364186580847
12,0.7690294438386042,0.7682206172028891,0.7701268300452246,0.7392586352148273,"[[3542  880]
 [1238 3510]]",0.6380220835333653,0.13796644984594317,0.5000556336874221,0.21624086909638798,0.8403383558022733,0.34300518134715025,0.4973331744551231,0.7740438470155225,0.7583019513865115,0.01574189562901107
13,0.7858233369683751,0.7963922869583246,0.7849700433270578,0.808972198820556,"[[3365 1057]
 [ 907 3841]]",0.6624656648893198,0.2676954042267695,0.3947702606625503,0.4040894772584089,0.8709336154456493,0.5667011375387797,0.3042324779068696,0.7907577960898368,0.7755786648775579,0.015179131212278874
14,0.758124318429662,0.760991379310345,0.7586566954611944,0.743681550126369,"[[3421 1001]
 [1217 3531]]",0.6662373208823056,0.13315309226089894,0.5330842286214066,0.1998583509019921,0.8496577145866245,0.32,0.5296577145866246,0.7613910803413299,0.7512673200405542,0.010123760300775664
15,0.7541984732824427,0.786996786996787,0.7496718368790193,0.8770008424599831,"[[2752 1670]
 [ 584 4164]]",0.7451612903225806,0.40875420875420876,0.33640708156837185,0.5485446091506698,0.9156118143459916,0.7238493723849372,0.1917624419610544,0.7632258064516129,0.7353535353535353,0.02787227109807755
16,0.7800436205016358,0.7965708522440745,0.7781388207160567,0.8317186183656277,"[[3204 1218]
 [ 799 3949]]",0.6900958466453674,0.29106529209621995,0.39903055454914743,0.4217751686394299,0.8918561607615019,0.5962732919254659,0.295582868836036,0.7833865814696486,0.772852233676976,0.010534347792672594
17,0.8146128680479825,0.8259979529170932,0.8133146685200024,0.8498315080033698,"[[3435  987]
 [ 713 4035]]",0.6587365375341585,0.3133265513733469,0.3454099861608116,0.47564774916876307,0.8857752868961836,0.7152847152847153,0.1704905716114683,0.80597974602154,0.8328246863343506,-0.026844940312810595
18,0.790185387131952,0.800332088003321,0.7893764310103004,0.8121314237573716,"[[3390 1032]
 [ 892 3856]]",0.6512080428084969,0.29037629037629037,0.3608317524322065,0.4459040295693682,0.8674892703862661,0.6098039215686275,0.2576853488176386,0.7930922652829577,0.7842157842157842,0.008876481067173536
19,0.7623773173391494,0.7883849664950957,0.7589673311469762,0.8548862679022746,"[[2932 1490]
 [ 689 4059]]",0.7229263596983796,0.3551242764725911,0.3678020832257885,0.49123160569322244,0.9080980287693128,0.6539235412474849,0.2541744875218279,0.7686507299855607,0.7490636704119851,0.01958705957357565
